cdc_name,v2010,v2011,v2012,v2013,v2014,h2010,h2011,h2012,h2013,h2014,r2010,r2011,r2012,r2013,r2014,ro2010,ro2011,ro2012,ro2013,ro2014,ag2010,ag2011,ag2012,ag2013,ag2014,a2010,a2011,a2012,a2013,a2014,dv2010,dv2011,dv2012,dv2013,dv2014,p2010,p2011,p2012,p2013,p2014,b2010,b2011,b2012,b2013,b2014,l2010,l2011,l2012,l2013,l2014,mv2010,mv2011,mv2012,mv2013,mv2014,ar2010,ar2011,ar2012,ar2013,ar2014,d2010,d2011,d2012,d2013,d2014,dp2010,dp2011,dp2012,dp2013,dp2014,dt2010,dt2011,dt2012,dt2013,dt2014,od2010,od2011,od2012,od2013,od2014,lq2010,lq2011,lq2012,lq2013,lq2014,Ia2010,Ia2011,Ia2012,Ia2013,Ia2014,II2010,II2011,II2012,II2013,II2014,_v2010,_v2011,_v2012,_v2013,_v2014,_h2010,_h2011,_h2012,_h2013,_h2014,_r2010,_r2011,_r2012,_r2013,_r2014,_ro2010,_ro2011,_ro2012,_ro2013,_ro2014,_ag2010,_ag2011,_ag2012,_ag2013,_ag2014,_a2010,_a2011,_a2012,_a2013,_a2014,_dv2010,_dv2011,_dv2012,_dv2013,_dv2014,_p2010,_p2011,_p2012,_p2013,_p2014,_b2010,_b2011,_b2012,_b2013,_b2014,_l2010,_l2011,_l2012,_l2013,_l2014,_mv2010,_mv2011,_mv2012,_mv2013,_mv2014,_ar2010,_ar2011,_ar2012,_ar2013,_ar2014,_d2010,_d2011,_d2012,_d2013,_d2014,_dp2010,_dp2011,_dp2012,_dp2013,_dp2014,_dt2010,_dt2011,_dt2012,_dt2013,_dt2014,_od2010,_od2011,_od2012,_od2013,_od2014,_lq2010,_lq2011,_lq2012,_lq2013,_lq2014,_Ia2010,_Ia2011,_Ia2012,_Ia2013,_Ia2014,_II2010,_II2011,_II2012,_II2013,_II2014,pctchgrt_v,pctchgrt_h,pctchgrt_r,pctchgrt_ro,pctchgrt_ag,pctchgrt_a,pctchgrt_dv,pctchgrt_p,pctchgrt_b,pctchgrt_l,pctchgrt_mv,pctchgrt_ar,pctchgrt_d,pctchgrt_dp,pctchgrt_dt,pctchgrt_od,pctchgrt_lq,pctchgrt_Ia,pctchgrt_II
Mt. Pleasant NOW Comm. Dev. Corp.,291,279,323,303,303,5,3,7,2,4,17,12,20,29,33,149,142,154,150,132,120,122,142,122,134,397,361,374,376,334,248,240,267,275,287,940,1056,940,1000,850,517,528,398,412,303,259,289,347,337,347,151,222,174,240,186,13,17,21,11,14,157,164,107,126,90,105,123,81,96,77,49,41,21,27,11,3,0,5,3,2,2,1,3,1,4,1231,1335,1263,1303,1153,1446,1253,1415,1510,1377,1745.85,1692.28,1965.18,1849.08,1859.73,30,18.2,42.59,12.21,24.55,101.99,72.79,121.68,176.97,202.54,893.92,861.3,936.96,915.38,810.18,719.94,739.99,863.95,744.51,822.45,2381.8,2189.65,2275.47,2294.56,2049.99,1487.87,1455.73,1624.47,1678.2,1761.52,5639.52,6405.19,5719.09,6102.56,5217.05,3101.74,3202.6,2421.49,2514.25,1859.73,1553.87,1752.94,2111.2,2056.56,2129.78,905.92,1346.55,1058.64,1464.61,1141.61,77.99,103.11,127.77,67.13,85.93,941.92,994.75,651,768.92,552.39,629.95,746.06,492.82,585.85,472.6,293.98,248.69,127.77,164.77,67.51,18,0,30.42,18.31,12.28,12,6.07,18.25,6.1,24.55,7385.37,8097.47,7684.27,7951.63,7076.78,8675.26,7600.1,8609.06,9214.86,8451.62,6.52,-18.17,98.59,-9.37,14.24,-13.93,18.39,-7.49,-40.04,37.06,26.02,10.18,-41.35,-24.98,-77.04,-31.78,104.58,-4.18,-2.58
Northeast Shores Dev. Corp.,133,144,142,178,175,2,1,4,4,1,9,11,10,18,17,69,79,70,91,85,53,53,58,65,72,259,232,239,317,268,215,166,166,199,187,684,791,806,751,635,321,366,340,294,254,272,313,333,333,275,89,110,128,120,100,2,2,5,4,6,103,86,138,97,44,74,61,92,58,35,28,25,45,38,9,1,0,1,1,0,4,12,5,5,4,817,935,948,929,810,1026,862,1021,1107,990,857.98,939.16,928.96,1168,1154.93,12.9,6.52,26.17,26.25,6.6,58.06,71.74,65.42,118.11,112.19,445.12,515.24,457.94,597.12,560.96,341.9,345.66,379.44,426.52,475.17,1670.8,1513.1,1563.53,2080.09,1768.69,1386.96,1082.65,1085.97,1305.8,1234.12,4412.46,5158.88,5272.84,4927.9,4190.73,2070.76,2387.04,2224.27,1929.17,1676.29,1754.66,2041.38,2178.48,2185.08,1814.89,574.14,717.42,837.37,787.41,659.96,12.9,13.04,32.71,26.25,39.6,664.45,560.89,902.79,636.49,290.38,477.37,397.84,601.86,380.58,230.99,180.63,163.05,294.39,249.35,59.4,6.45,0,6.54,6.56,0,25.8,78.26,32.71,32.81,26.4,5270.44,6098.04,6201.8,6095.9,5345.66,6618.69,5621.94,6679.37,7263.9,6533.59,34.61,-48.84,93.23,26.02,38.98,5.86,-11.02,-5.03,-19.05,3.43,14.95,206.98,-56.3,-51.61,-67.12,-100,2.33,1.43,-1.29
Ohio City Inc.,143,169,148,175,124,1,4,2,1,2,13,16,15,4,9,98,113,89,112,85,31,36,42,58,28,217,175,221,191,197,99,118,70,67,88,564,697,813,612,487,174,225,260,190,100,275,334,445,316,273,105,134,102,100,110,10,4,6,6,4,85,64,65,58,52,52,30,37,34,29,30,31,24,24,21,3,3,4,0,2,6,2,0,1,3,707,866,961,787,611,750,656,741,680,660,1850.34,2210.83,1942.05,2303.3,1641.45,12.94,52.33,26.24,13.16,26.48,168.21,209.31,196.83,52.65,119.14,1268.06,1478.25,1167.86,1474.11,1125.19,401.12,470.95,551.12,763.38,370.65,2807.85,2289.32,2899.96,2513.89,2607.79,1281,1543.66,918.54,881.83,1164.9,7297.83,9118.03,10668.17,8054.96,6446.67,2251.46,2943.41,3411.71,2500.72,1323.75,3558.34,4369.33,5839.28,4159.1,3613.84,1358.64,1752.96,1338.44,1316.17,1456.13,129.39,52.33,78.73,78.97,52.95,1099.85,837.24,852.93,763.38,688.35,672.85,392.45,485.51,447.5,383.89,388.18,405.54,314.93,315.88,277.99,38.82,39.25,52.49,0,26.48,77.64,26.16,0,13.16,39.71,9148.16,11328.86,12610.22,10358.26,8088.12,9704.56,8581.68,9723.39,8949.96,8736.76,-11.29,104.64,-29.17,-11.27,-7.6,-7.13,-9.06,-11.66,-41.2,1.56,7.18,-59.08,-37.41,-42.95,-28.39,-31.79,-48.85,-11.59,-9.97
Old Brooklyn Community Dev. Corp.,293,325,261,302,289,1,1,1,2,2,31,33,35,33,35,135,165,134,147,147,126,126,91,120,105,713,701,661,661,650,464,475,486,537,497,1775,1712,1696,1723,1736,726,709,667,672,658,747,686,746,707,726,286,304,278,329,335,16,13,5,15,17,162,102,108,148,206,114,69,67,94,115,47,33,37,54,88,1,0,4,0,3,2,2,2,6,1,2068,2037,1957,2025,2025,2350,2123,2470,2572,2470,693.2,777.37,626.2,726.77,699.49,2.37,2.39,2.4,4.81,4.84,73.34,78.93,83.97,79.41,84.71,319.39,394.66,321.5,353.76,355.79,298.1,301.38,218.33,288.78,254.14,1686.86,1676.72,1585.9,1590.7,1573.24,1097.76,1136.15,1166.03,1292.29,1202.92,4199.41,4094.94,4069.12,4146.41,4201.76,1717.62,1695.86,1600.3,1617.17,1592.6,1767.3,1640.85,1789.84,1701.4,1757.19,676.64,727.14,666.99,791.74,810.82,37.85,31.09,12,36.1,41.15,383.27,243.97,259.12,356.16,498.6,269.71,165.04,160.75,226.21,278.34,111.2,78.93,88.77,129.95,212.99,2.37,0,9.6,0,7.26,4.73,4.78,4.8,14.44,2.42,4892.61,4872.31,4695.32,4873.18,4901.25,5559.78,5078.01,5926.14,6189.54,5978.31,0.91,104.22,15.5,11.4,-14.75,-6.74,9.58,0.06,-7.28,-0.57,19.83,8.72,30.09,3.2,91.54,206.33,-48.84,0.18,7.53
Shaker Square Area Dev. Corp.,48,89,87,107,78,1,0,1,1,0,2,5,3,5,5,37,57,66,71,56,8,27,17,30,17,74,81,96,122,103,62,47,51,55,63,319,419,428,414,466,110,188,133,114,104,131,157,204,190,275,75,72,90,102,83,3,2,1,8,4,13,12,10,8,13,9,8,8,7,11,3,4,2,1,2,1,0,0,0,0,0,0,0,0,1,367,508,515,521,544,316,268,352,395,519,537.28,1007.17,987.56,1218.26,893.2,11.19,0,11.35,11.39,0,22.39,56.58,34.05,56.93,57.26,414.15,645.04,749.18,808.38,641.27,89.55,305.55,192.97,341.57,194.67,828.31,916.64,1089.72,1389.05,1179.48,693.99,531.88,578.92,626.21,721.43,3570.68,4741.63,4858.35,4713.66,5336.27,1231.27,2127.51,1509.72,1297.96,1190.93,1466.33,1776.7,2315.66,2163.27,3149.09,839.5,814.79,1021.62,1161.34,950.45,33.58,22.63,11.35,91.09,45.8,145.51,135.8,113.51,91.09,148.87,100.74,90.53,90.81,79.7,125.96,33.58,45.27,22.7,11.39,22.9,11.19,0,0,0,0,0,0,0,0,11.45,4107.96,5748.81,5845.91,5931.92,6229.47,3537.1,3032.84,3995.65,4497.33,5943.19,66.24,-100,155.74,54.84,117.39,42.4,3.95,49.45,-3.28,114.76,13.22,36.39,2.31,25.03,-31.8,-100,,51.64,68.02
Slavic Village Dev. Corp.,457,405,489,497,378,5,10,5,3,8,29,20,39,36,18,257,240,282,302,209,166,135,163,156,143,583,551,551,576,537,411,371,401,408,414,1662,1961,1838,1608,1448,892,1001,964,763,646,501,599,583,532,477,228,325,261,285,291,41,36,30,28,34,128,128,89,111,114,94,91,70,82,75,34,36,18,27,35,0,1,1,2,4,8,8,5,3,3,2119,2366,2327,2105,1826,2030,1726,2135,2131,2077,2034.52,1822.86,2207.69,2250.6,1721.58,22.26,45.01,22.57,13.59,36.44,129.1,90.02,176.07,163.02,81.98,1144.14,1080.21,1273.15,1367.57,951.88,739.01,607.62,735.9,706.43,651.29,2595.45,2479.99,2487.6,2608.34,2445.74,1829.73,1669.83,1810.4,1847.58,1885.54,7399.05,8826.25,8298.03,7281.63,6594.85,3971.09,4505.39,4352.18,3455.15,2942.18,2230.4,2696.03,2632.07,2409.1,2172.48,1015.03,1462.79,1178.34,1290.59,1325.35,182.53,162.03,135.44,126.79,154.85,569.84,576.11,401.81,502.65,519.21,418.48,409.58,316.03,371.33,341.58,151.36,162.03,81.26,122.27,159.41,0,4.5,4.51,9.06,18.22,35.62,36.01,22.57,13.59,13.66,9433.56,10649.11,10505.72,9532.23,8316.44,9037.34,7768.54,9638.9,9649.97,9459.61,-15.38,63.7,-36.5,-16.8,-11.87,-5.77,3.05,-10.87,-25.91,-2.6,30.57,-15.16,-8.88,-18.38,5.32,,-61.65,-11.84,4.67
St. Clair Superior Dev. Corp.,472,498,545,507,498,3,8,15,9,9,28,25,52,35,23,229,242,261,252,234,212,223,217,211,232,710,634,717,781,692,528,431,460,572,522,2012,2098,1996,1894,1722,1058,1064,933,791,676,645,733,721,759,772,267,276,294,317,250,42,25,48,27,24,356,411,339,207,163,277,313,254,153,106,78,96,82,50,55,1,2,3,4,2,7,3,3,5,11,2484,2596,2541,2401,2220,2927,2430,2888,2850,2756,1575.11,1680.17,1844.38,1720.98,1700.16,10.01,26.99,50.76,30.55,30.73,93.44,84.35,175.98,118.81,78.52,764.2,816.47,883.27,855.4,798.87,707.47,752.36,734.37,716.22,792.04,2369.34,2139.01,2426.46,2651.05,2362.47,1761.99,1454.12,1556.72,1941.61,1782.1,6714.24,7078.29,6754.83,6429.05,5878.87,3530.65,3589.75,3157.44,2684.99,2307.85,2152.43,2473.02,2440,2576.37,2635.59,891.01,931.18,994.95,1076.03,853.49,140.16,84.35,162.44,91.65,81.94,1188.01,1386.64,1147.24,702.65,556.48,924.38,1056.01,859.58,519.35,361.88,260.29,323.89,277.5,169.72,187.77,3.34,6.75,10.15,13.58,6.83,23.36,10.12,10.15,16.97,37.55,8289.35,8758.46,8599.21,8150.02,7579.03,9767.69,8198.4,9773.52,9674.12,9408.93,7.94,206.99,-15.97,4.54,11.95,-0.29,1.14,-12.44,-34.63,22.45,-4.21,-41.54,-53.16,-60.85,-27.86,104.49,60.74,-8.57,-3.67
"Stockyards, Clark Fulton, Brooklyn Center Comm. Dev. Corp.",486,544,551,520,547,7,6,4,2,12,46,42,70,59,50,252,271,306,255,295,181,225,171,204,190,948,863,919,895,946,650,565,574,641,597,1869,1889,1865,1996,1774,792,850,829,835,677,722,695,714,807,731,309,300,294,305,333,46,44,28,49,33,231,175,222,275,310,161,126,147,182,187,69,49,72,92,115,1,0,3,1,8,2,4,5,8,3,2355,2433,2416,2516,2321,3030,2542,2995,3199,3117,1465.81,1658.8,1685.3,1595.3,1687.8,21.11,18.3,12.23,6.14,37.03,138.74,128.07,214.1,181.01,154.28,760.05,826.35,935.94,782.31,910.24,545.91,686.08,523.02,625.85,586.26,2859.23,2631.52,2810.88,2745.76,2918.93,1960.45,1722.84,1755.65,1966.51,1842.08,5637.03,5760.06,5704.34,6123.5,5473.77,2388.73,2591.88,2535.6,2561.68,2088.92,2177.6,2119.24,2183.86,2475.78,2255.54,931.97,914.78,899.24,935.7,1027.49,138.74,134.17,85.64,150.33,101.82,696.71,533.62,679.01,843.67,956.52,485.59,384.21,449.62,558.35,577,208.11,149.41,220.22,282.25,354.84,3.02,0,9.18,3.07,24.68,6.03,12.2,15.29,24.54,9.26,7102.84,7418.86,7389.64,7718.8,7161.57,9138.69,7751.23,9160.58,9814.16,9617.67,15.14,75.41,11.2,19.76,7.39,2.09,-6.04,-2.9,-12.55,3.58,10.25,-26.61,37.29,18.82,70.51,717.22,53.57,0.83,5.24
Tremont West Dev. Corp.,86,93,77,92,86,0,1,0,0,0,9,8,14,16,11,41,42,35,48,44,36,42,28,28,31,172,173,145,143,173,80,81,83,89,87,530,535,528,478,413,135,151,157,107,112,297,267,292,279,191,95,114,72,83,106,3,3,7,9,4,38,37,32,35,31,27,27,24,17,15,11,10,8,17,15,0,0,0,1,1,2,0,1,0,1,616,628,605,570,499,563,512,511,502,545,1087.07,1188.49,987.04,1182.89,1112.12,0,12.78,0,0,0,113.76,102.24,179.46,205.72,142.25,518.25,536.74,448.65,617.16,568.99,455.05,536.74,358.92,360.01,400.88,2174.14,2210.85,1858.71,1838.63,2237.16,1011.23,1035.14,1063.95,1144.32,1125.05,6699.39,6837.03,6768.28,6145.89,5340.74,1706.45,1929.7,2012.54,1375.75,1448.34,3754.19,3412.12,3743.06,3587.25,2469.93,1200.83,1456.86,922.95,1067.17,1370.75,37.92,38.34,89.73,115.72,51.73,480.33,472.84,410.2,450.01,400.88,341.29,345.05,307.65,218.58,193.97,139.04,127.79,102.55,218.58,193.97,0,0,0,12.86,12.93,25.28,0,12.82,0,12.93,7786.46,8025.52,7755.32,7328.79,6452.85,7116.52,6543.1,6550.36,6454.47,7047.71,2.3,,25.04,9.79,-11.9,2.9,11.26,-20.28,-15.13,-34.21,14.15,36.42,-16.54,-43.17,39.51,,-48.85,-17.13,-0.97
Union Miles Dev. Corp.,395,405,422,401,358,9,5,11,7,12,31,29,26,26,31,194,206,209,219,156,161,165,176,149,159,481,469,418,418,373,320,358,351,347,353,1410,1377,1310,1297,1186,777,662,587,510,448,359,389,415,431,434,248,312,281,333,279,26,14,27,23,25,240,214,170,130,144,171,165,129,91,110,69,45,35,34,29,0,4,6,5,5,5,8,5,1,7,1805,1782,1732,1698,1544,1879,1675,1883,1795,1718,1796.28,1862.03,1946.14,1854.89,1665.53,40.93,22.99,50.73,32.38,55.83,140.97,133.33,119.9,120.27,144.22,882.22,947.1,963.85,1013.02,725.76,732.15,758.6,811.66,689.22,739.72,2187.37,2156.27,1927.69,1933.53,1735.31,1455.21,1645.94,1618.71,1605.11,1642.26,6412.03,6330.89,6041.33,5999.49,5517.64,3533.44,3043.61,2707.07,2359.09,2084.23,1632.57,1788.46,1913.86,1993.66,2019.1,1127.79,1434.45,1295.89,1540.35,1297.99,118.24,64.37,124.52,106.39,116.31,1091.41,983.89,783.99,601.34,669.93,777.63,758.6,594.91,420.94,511.75,313.78,206.89,161.41,157.27,134.92,0,18.39,27.67,23.13,23.26,22.74,36.78,23.06,4.63,32.57,8208.31,8192.91,7987.47,7854.38,7183.16,8544.83,7700.97,8683.84,8303.07,7992.66,-7.28,36.4,2.31,-17.73,1.03,-20.67,12.85,-13.95,-41.01,23.68,15.09,-1.63,-38.62,-34.19,-57,,43.23,-12.49,-6.46
"University Circle, Incorporated",42,60,68,77,78,0,0,0,2,0,7,13,21,18,19,26,25,33,39,37,9,22,14,18,22,86,65,81,94,100,25,25,35,31,28,365,412,486,397,381,34,51,56,46,26,313,335,385,316,321,16,22,44,35,34,2,4,1,0,0,33,34,46,46,44,21,19,30,27,17,10,14,14,17,24,2,1,2,2,3,17,35,17,37,30,407,472,554,474,459,336,352,370,395,412,740.71,1069.81,1216.17,1381.3,1407.3,0,0,0,35.88,0,123.45,231.79,375.58,322.9,342.8,458.54,445.75,590.2,699.62,667.57,158.72,392.26,250.39,322.9,396.93,1516.7,1158.96,1448.68,1686.27,1804.23,440.9,445.75,625.97,556.11,505.19,6437.16,7346.02,8692.05,7121.79,6874.13,599.63,909.34,1001.55,825.2,469.1,5520.08,5973.1,6885.68,5668.73,5791.59,282.18,392.26,786.93,627.87,613.44,35.27,71.32,17.88,0,0,581.99,606.23,822.7,825.2,793.86,370.36,338.77,536.55,484.35,306.72,176.36,249.62,250.39,304.96,433.02,35.27,17.83,35.77,35.88,54.13,299.81,624.06,304.04,663.74,541.27,7177.87,8415.83,9908.22,8503.1,8281.44,5925.71,6276.21,6617.41,7085.92,7433.45,89.99,,177.68,45.59,150.08,18.96,14.58,6.79,-21.77,4.92,117.39,-100,36.4,-17.18,145.53,53.47,80.54,15.37,25.44
Westown Community Dev. Corp.,276,268,288,293,283,0,3,2,4,6,14,18,26,22,24,156,148,162,169,176,106,99,98,98,77,499,406,434,455,480,346,337,314,357,376,1153,1283,1313,1247,1270,425,554,602,485,437,526,514,514,576,560,196,205,190,180,252,6,10,7,6,21,177,145,157,142,133,109,86,80,79,79,67,58,74,59,48,1,1,3,4,6,4,1,2,5,4,1429,1551,1601,1540,1553,1733,1467,1712,1768,1896,1127.5,1106.87,1193.12,1217.51,1182.73,0,12.39,8.29,16.62,25.08,57.19,74.34,107.71,91.42,100.3,637.28,611.25,671.13,702.25,735.55,433.02,408.88,405.99,407.22,321.8,2038.48,1676.82,1797.96,1890.67,2006.04,1413.46,1391.84,1300.83,1483.45,1571.4,4710.16,5298.92,5439.46,5181.68,5307.65,1736.18,2288.07,2493.95,2015.33,1826.33,2148.78,2122.87,2129.39,2393.46,2340.38,800.69,846.67,787.13,747.96,1053.17,24.51,41.3,29,24.93,87.76,723.07,598.86,650.42,590.05,555.84,445.28,355.19,331.42,328.27,330.16,273.7,239.55,306.57,245.16,200.6,4.09,4.13,12.43,16.62,25.08,16.34,4.13,8.29,20.78,16.72,5837.66,6405.78,6632.58,6399.19,6490.37,7079.54,6058.85,7092.43,7346.6,7923.86,4.9,,75.38,15.42,-25.68,-1.59,11.17,12.69,5.19,8.92,31.53,258.06,-23.13,-25.85,-26.71,513.2,2.33,11.18,11.93
Cleveland City,5987,5932,6119,6481,5941,83,83,91,70,99,425,411,566,557,536,3192,3156,3261,3539,3087,2287,2282,2201,2315,2219,9152,8253,8622,8913,8600,5712,5259,5265,5705,5717,23494,25218,24941,23879,22307,9782,10564,9881,8470,7254,9895,10269,10946,10926,10735,3473,4093,3835,4173,4016,344,292,279,310,302,3503,3053,3142,2746,2599,2464,2137,2115,1797,1639,996,883,929,856,861,43,33,98,93,99,118,139,114,124,108,29481,31150,31060,30360,28248,33060,27725,32704,32948,32577,1508.76,1526.28,1608.16,1740.62,1631.33,20.92,21.36,23.92,18.8,27.18,107.1,105.75,148.75,149.59,147.18,804.41,812.03,857.04,950.48,847.66,576.34,587.15,578.45,621.74,609.31,2306.36,2123.47,2265.98,2393.78,2361.46,1439.46,1353.12,1383.71,1532.2,1569.82,5920.64,6488.51,6554.83,6413.23,6125.25,2465.13,2718.08,2596.86,2274.81,1991.87,2493.61,2642.18,2876.76,2934.42,2947.71,875.22,1053.12,1007.89,1120.75,1102.75,86.69,75.13,73.32,83.26,82.93,882.78,785.53,825.76,737.5,713.66,620.94,549.84,555.85,482.62,450.05,251,227.19,244.15,229.9,236.42,10.84,8.49,25.76,24.98,27.18,29.74,35.76,29.96,33.3,29.66,7429.41,8014.79,8162.99,8153.85,7756.58,8331.34,7133.55,8595.05,8848.92,8945.28,8.12,29.92,37.42,5.38,5.72,2.39,9.06,3.46,-19.2,18.21,26,-4.34,-19.16,-27.52,-5.81,150.74,-0.27,4.4,7.37
