Variable Name,Variable Description ,Note
qslots,Number of quality pre-school slots,"Number of preschool slots (ages 3-5) in high quality programs, including Step Up to Quality, Gold Seal Family Child Care Homes, and Universal Pre-Kindergarten (UPK).  "
